0.70735,0.43308,-0.594025,0.860444,0.256551,-0.204137,1.155373,0.328988,-0.892628,-0.473108,0.591632,0.008833,0.0971,0.354422,-0.82274,-0.069045,0.419846,-0.267121,-0.371279,0.085266,-0.012257,-0.726931,-0.548226,-0.028442,-0.644922,0.533415,-0.498668,-0.164607,0.678479,0.696126,-0.125177,-0.405435,-0.051368,-0.703071,-1.088098,-0.162702,-0.483692,-0.450965,0.680223,-0.332968,-0.536177,-1.121313,0.212876,0.139759,0.331297,0.836424,-0.25392,0.243167,0.300903,-0.639964,-0.583536,0.363805,1.061152,0.344868,0.194881,-0.142679,0.05298,0.817418,-0.227741,0.120008,-0.280991,-0.680688,-0.643485,0.437244,-0.742282,0.798347,0.679067,0.192902,0.837577,-0.501203,-0.546255,-0.765037,0.582764,0.199445,0.186474,-0.345429,0.010183,0.654014,0.964062,-0.103834,-0.085985,-0.276826,0.578499,-0.141718,-0.258578,0.332638,0.875812,0.468923,-0.351434,0.411511,0.438107,0.658684,-0.207152,-0.163785,-0.435028,-0.037072,0.081924,-0.291832,-0.002611,-0.911343
0.166718,0.315761,-0.745938,0.18056,0.471669,-0.730364,-0.389331,1.135118,-0.597312,-0.38199,-0.658107,-0.544321,0.829917,0.48478,0.480081,0.082171,-0.33174,-0.340693,-0.043037,0.886144,0.539454,0.494393,-1.0484,0.405508,-0.061104,0.251424,-0.245162,0.411413,-0.61137,0.247851,0.870327,0.000143,-0.686797,-0.289611,-3.063926,0.541909,-0.283007,0.102142,0.012736,0.0446,0.259002,0.229126,-0.538678,-0.098117,0.040612,-0.341794,0.357978,-1.090734,0.91374,-0.544201,-0.427719,0.480002,0.345444,0.081086,-1.162748,0.758379,0.423167,0.001174,0.004769,-0.045107,0.405373,-0.591722,-0.389058,-0.151342,-0.590281,-0.11856,-0.021506,-0.898626,-1.066784,0.01833,0.165855,-0.460135,0.428413,0.332791,-0.164391,-0.30733,0.001639,0.783015,0.720795,-0.387881,-0.208071,0.749523,0.913832,0.539435,0.692199,-0.971821,0.047214,-0.101197,-0.805391,-0.364861,0.501474,0.219868,-0.346636,0.043223,-0.786261,0.507838,0.237494,-0.760058,-1.068982,-0.527956
0.414711,-0.689022,-0.223541,-0.49729,0.014487,-0.433661,-0.128714,-0.129747,-0.032203,-0.207742,-0.428544,-0.46523,0.057735,0.287492,0.718932,0.606868,-0.564894,-0.261123,-0.055084,-0.265047,-0.532619,-0.329772,-0.546862,1.001904,0.169668,0.764065,0.238617,0.401358,-0.590676,-0.97218,0.190858,0.482271,0.462339,-0.941909,-1.028257,0.697517,-0.132276,-0.803425,0.295149,0.199344,0.214489,-0.082476,-0.386148,0.874414,0.541718,0.459888,-0.477498,-0.22675,0.473909,-0.370696,0.298011,1.111775,-0.244351,-0.51813,-0.26682,0.357479,0.139436,0.93356,-0.400791,0.233638,-0.127912,-0.037337,-0.335033,0.403168,-0.41604,0.476327,-0.536893,0.435034,-0.519315,-0.837939,-0.034775,-0.236411,0.085907,0.614118,-0.355729,-0.144109,0.145747,-0.807934,-0.004859,-0.227215,-0.504763,-0.587871,-0.719034,0.059264,-0.906231,-1.084187,-0.476901,-0.504529,1.01482,-0.153319,0.550587,0.581116,0.977644,0.346078,0.75752,0.224939,0.271555,-0.068274,-0.278801,0.120732
-0.202435,0.582144,-0.563446,0.833061,-0.383388,0.16358,1.055078,0.412695,0.733672,0.266838,0.070973,0.148488,0.116624,0.250394,0.245892,0.139718,-0.52337,0.820343,0.182936,-0.137823,-0.233112,0.262976,0.554614,0.507432,-0.335577,0.708777,-0.25846,-0.32259,0.319161,-0.05772,-1.398314,0.59653,-0.142663,-1.371966,-1.496155,-0.651906,0.820789,-0.19707,-0.041533,-0.42007,-0.716572,0.421345,0.165182,-0.694694,1.474407,0.319079,-0.432876,0.462762,0.130199,-0.318296,-0.638799,0.468916,0.358376,-0.062786,0.841163,-0.520562,0.113248,0.255462,0.305585,-0.097356,0.660275,-0.068145,0.23614,0.380343,-0.219615,0.555175,0.731395,-0.165968,0.238344,-0.831531,-0.598976,-0.433676,-0.318328,0.252972,-1.208615,0.207243,-1.296479,1.267824,0.760959,0.258355,-0.001628,0.230641,-0.381725,0.261483,-1.267125,-1.403267,0.26588,0.454077,-0.92217,-0.393288,1.221672,0.945779,-0.46006,0.806957,-0.477241,0.482059,-0.070942,-0.673534,-0.38441,-1.134814
-0.250723,0.06396,-0.16816,0.503926,0.524617,0.653314,0.973062,0.086062,-0.081935,-0.252,-0.311553,0.220577,-0.266269,-0.029587,-0.341076,0.016082,-0.385516,-0.386588,0.148696,-0.637997,0.053091,-0.200154,-0.000628,1.10459,-0.498878,0.46554,0.023282,-0.205634,-0.014806,-1.118714,0.090213,-0.553072,0.394044,0.100088,-1.623883,0.420469,-0.358886,0.313738,-0.075567,-0.464627,-0.344174,0.421466,-0.573043,0.213703,-0.304374,-0.090557,-1.014492,-0.557727,1.12472,0.480857,-0.07444,-0.058301,-0.085076,0.367064,-0.3736,0.31394,-0.061586,0.135982,-0.747242,0.535898,-0.105869,0.127148,0.582904,0.685292,-0.510352,1.072064,-0.567688,0.299981,-0.381549,-0.012582,-0.136711,0.063994,-0.510127,-0.004565,-0.122024,-0.296372,0.271757,0.028117,0.525731,0.411029,0.232171,-0.46312,0.151571,0.51845,0.526505,-0.814154,-0.161259,0.364607,-1.228421,-0.348469,0.021456,0.871435,-0.147776,0.278804,-0.362402,0.86373,-0.118109,0.922713,-0.32593,-0.310702
0.17197,-0.003973,-0.618129,0.802082,-0.194592,-0.236416,0.418877,-0.588803,1.681303,0.358871,0.352891,0.133697,0.590639,-0.065636,0.102075,0.059408,0.00744,0.070564,-0.255114,0.377629,0.134921,0.141956,-0.03864,0.163989,0.213531,0.556536,0.226102,-0.499092,0.075552,0.507809,-0.168326,0.21551,0.77296,0.359844,-3.691127,-0.128192,0.433622,-0.347613,-0.895957,0.116529,-0.472817,-0.482461,0.451118,-1.323718,-0.465927,-0.203865,-0.15931,0.491976,-0.072029,0.346144,-0.051149,0.095124,-0.00383,0.274919,0.466163,0.17137,-0.301721,-0.303744,0.297581,0.142894,-0.2001,-0.061674,-0.58672,0.560496,0.720375,0.605097,0.839806,0.226753,-0.338872,0.19246,-0.17486,-0.218295,0.254764,0.229457,-0.14117,-0.885364,-0.581161,0.389812,0.264378,-0.446785,-0.019721,0.448045,-0.130279,0.291092,-0.160458,0.246923,0.069858,-0.031872,-0.366347,0.252428,0.608611,0.39745,0.711207,0.128703,-0.293918,-1.362401,0.201231,-0.14138,0.300958,-0.417108
-0.222264,0.072464,-0.139921,0.35468,0.246401,-0.037167,0.494279,0.086573,0.307579,-0.453027,0.353579,0.200709,-0.305972,-0.617977,-0.090381,0.115824,-0.455603,-0.258008,0.147211,-0.107786,0.063596,-0.160902,0.107084,0.253188,0.299936,-0.321149,0.55634,-0.197599,0.264473,0.645715,-0.72145,-0.080058,-0.366902,0.204331,-3.164099,-0.320591,0.358278,0.231518,0.696801,-0.004667,-0.524804,-0.315881,0.213031,-0.148779,0.781129,0.693514,0.357475,-0.079768,1.277635,0.35847,-0.072624,0.206776,-0.06588,-0.123692,0.241597,-0.337994,0.274233,0.493061,0.015214,-0.008967,0.344506,-0.132628,-0.195534,-0.09851,-0.286189,0.448608,0.283878,-0.146583,0.106662,0.21307,-0.280727,-0.031993,0.145014,-0.20038,-0.866271,0.17117,-0.676158,0.111713,0.263964,0.551694,0.247921,0.141543,-0.070171,0.119137,0.028414,-0.249839,-0.083129,0.048816,0.216288,-0.357548,0.338337,0.071449,-0.517373,0.185726,-0.267176,-0.113998,0.215617,-0.108757,-0.03257,-0.01751
0.292294,-0.988598,-0.96103,0.11224,-0.164415,0.769121,0.692331,-0.834217,-1.024553,-0.275959,0.021826,-0.383941,0.643012,-0.283011,-0.354081,-0.111898,0.362723,-0.35798,0.670031,0.86934,0.121581,-0.1692,0.511426,-0.036337,0.471,0.585466,-0.642776,0.235852,0.504434,-0.140592,0.003935,-0.545467,-0.967006,0.108596,-1.857018,0.951888,0.154079,-0.303003,0.292776,-0.796103,0.51976,0.414524,0.746335,1.150859,-0.02274,1.052627,0.326817,-0.765746,0.751729,0.052946,-0.448848,0.230527,-0.617436,0.617245,0.05807,0.968002,0.056722,-0.155604,-0.270595,0.024986,-0.466862,-0.015917,-0.122835,0.832722,0.322681,-0.095218,-0.202293,0.318915,-0.407568,-0.159391,0.436758,0.193474,0.493053,0.016504,-0.041798,0.728176,-0.305442,0.265443,-0.646088,-0.360881,0.869001,0.537151,0.004933,-0.072796,-0.137018,0.203376,0.877463,-0.28626,1.390629,0.269658,0.735556,-0.057444,0.135022,0.332746,-0.080381,-0.005483,-0.271115,-0.021976,-0.237807,1.028706
-0.19022,0.193409,-0.588577,0.007313,-0.10034,-0.111711,0.068114,0.114699,-0.129436,-0.136957,-0.187029,-0.220279,0.332508,0.148875,0.065002,0.599682,-0.182811,-0.313325,-0.212984,0.132535,-0.101276,0.17926,-0.182107,0.698517,-0.247006,0.639436,0.084637,0.115223,-0.137284,0.024322,-0.224768,-0.109588,-0.282166,-0.081428,-2.775822,-0.066988,0.163957,0.186618,0.003728,0.159259,0.146674,0.550971,-0.395555,0.203308,0.393983,0.537213,0.036915,-0.3881,0.935958,-0.238401,0.239377,0.639128,0.373133,-0.00997,0.327618,0.038633,0.746855,0.269735,0.020648,0.154953,-0.373124,-0.178566,-0.355275,-0.085843,0.005708,0.303991,-0.430005,-0.032956,-0.287832,0.046058,0.096464,-0.448777,-0.026585,0.162135,-1.110929,-0.010114,0.087389,0.472934,0.051426,0.302345,0.31267,-0.371271,-0.009697,-0.070053,-0.314865,-0.210338,-0.09285,0.159255,0.043719,-0.164427,0.277003,0.074511,-0.243536,0.004473,-0.537145,0.319511,0.08829,-0.51708,-0.230151,-0.369731
-0.309479,0.262752,0.472095,0.250141,-0.573681,-0.167299,-0.513445,-0.365132,-0.070311,0.477396,1.520688,1.057704,-1.170708,-0.073331,-1.25391,0.199064,-0.324323,0.438072,0.186203,-0.443124,0.648901,0.696491,-0.051179,-0.66292,0.857012,-1.329116,0.483849,-0.636324,-0.011276,1.461086,-0.297658,0.6687,-0.285202,-0.306683,-0.737783,0.437329,-0.440527,-1.240605,-0.4826,0.980973,-0.477123,-1.167223,0.219086,0.955479,-0.0985,-0.450513,-0.133155,-0.518898,0.792773,1.54854,-0.380652,-0.225276,0.680365,0.292642,1.342738,0.597126,-0.711895,1.433036,1.824206,0.082149,0.438317,-0.990525,-0.572791,-0.396624,-0.582243,0.436271,-0.721321,0.123927,1.165104,-0.218669,-0.498934,-0.576766,0.490117,0.088719,0.175514,-0.297223,0.359751,0.166165,-0.11894,0.225093,-0.54249,0.188691,0.874334,0.611529,0.080905,-0.279976,-0.220669,0.374574,-0.193832,-1.329209,-0.079138,1.016919,-1.631514,0.787006,0.168159,-1.329913,-0.181326,-0.105572,-0.784382,-0.214492
